% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	2	1	5	3	1000	1530000	1000	1530000	0.105291	0.0587175	0.00538308	0.211529	1530	0	1530	1530	
0	0.25	2	2	4	3	1000	1530000	1000	1530000	0.110841	0.0645689	0.00559611	0.232704	1530	0	1530	1530	
0	0.25	2	3	3	3	1000	1530000	914	1398420	0.303822	0.169272	0.00673771	0.490184	1530	0	1530	1530	
0	0.25	2	4	2	3	1000	1530000	966	1477980	0.287238	0.14392	0.00687931	0.406295	1530	0	1530	1530	
0	0.25	2	5	1	3	1000	1530000	875	1338750	0.276197	0.132401	0.00702091	0.447571	1530	0	1530	1530	
0	0.25	4	6	5	3	1000	1530000	1000	1530000	0.145664	0.0750612	0.0053768	0.279899	1530	0	1530	1530	
0	0.25	4	7	4	3	1000	1530000	983	1503990	0.182705	0.0955113	0.00558983	0.29476	1530	0	1530	1530	
0	0.25	4	8	3	3	1000	1530000	851	1302030	0.36626	0.12398	0.0120171	0.51673	1530	0	1530	1530	
0	0.25	4	9	2	3	1000	1530000	893	1366290	0.385856	0.119154	0.00687303	0.551318	1530	0	1530	1530	
0	0.25	4	10	1	3	1000	1530000	1000	1530000	0.112297	0.0584694	0.00701463	0.21758	1530	0	1530	1530	
