time(s)	cellId	rnti	lcid	packetSize
1.01	2	5	3	1530
1.01	2	4	3	1530
1.01001	2	3	3	1530
1.01001	2	2	3	1530
1.01001	2	1	3	1530
1.01001	4	5	3	1530
1.01001	4	4	3	1530
1.01001	4	3	3	1530
1.01001	4	2	3	1530
1.01001	4	1	3	1530
1.01002	2	5	3	1530
1.01002	2	4	3	1530
1.01002	2	3	3	1530
1.01002	2	2	3	1530
1.01002	2	1	3	1530
1.01002	4	5	3	1530
1.01002	4	4	3	1530
1.01002	4	3	3	1530
1.01003	4	2	3	1530
1.01003	4	1	3	1530
1.01003	2	5	3	1530
1.01003	2	4	3	1530
1.01003	2	3	3	1530
1.01003	2	2	3	1530
1.01003	2	1	3	1530
1.01003	4	5	3	1530
1.01004	4	4	3	1530
1.01004	4	3	3	1530
1.01004	4	2	3	1530
1.01004	4	1	3	1530
1.01004	2	5	3	1530
1.01004	2	4	3	1530
1.01004	2	3	3	1530
1.01004	2	2	3	1530
1.01005	2	1	3	1530
1.01005	4	5	3	1530
1.01005	4	4	3	1530
1.01005	4	3	3	1530
1.01005	4	2	3	1530
1.01005	4	1	3	1530
1.01005	2	5	3	1530
1.01005	2	4	3	1530
1.01006	2	3	3	1530
1.01006	2	2	3	1530
1.01006	2	1	3	1530
1.01006	4	5	3	1530
1.01006	4	4	3	1530
1.01006	4	3	3	1530
1.01006	4	2	3	1530
1.01006	4	1	3	1530
1.01007	2	5	3	1530
1.01007	2	4	3	1530
1.01007	2	3	3	1530
1.01007	2	2	3	1530
1.01007	2	1	3	1530
1.01007	4	5	3	1530
1.01007	4	4	3	1530
1.01007	4	3	3	1530
1.01008	4	2	3	1530
1.01008	4	1	3	1530
1.01008	2	5	3	1530
1.01008	2	4	3	1530
1.01008	2	3	3	1530
1.01008	2	2	3	1530
1.01008	2	1	3	1530
1.01008	4	5	3	1530
1.01009	4	4	3	1530
1.01009	4	3	3	1530
1.01009	4	2	3	1530
1.01009	4	1	3	1530
1.01009	2	5	3	1530
1.01009	2	4	3	1530
1.01009	2	3	3	1530
1.01009	2	2	3	1530
1.0101	2	1	3	1530
1.0101	4	5	3	1530
1.0101	4	4	3	1530
1.0101	4	3	3	1530
1.0101	4	2	3	1530
1.0101	4	1	3	1530
1.0101	2	5	3	1530
1.0101	2	4	3	1530
1.01011	2	3	3	1530
1.01011	2	2	3	1530
1.01011	2	1	3	1530
1.01011	4	5	3	1530
1.01011	4	4	3	1530
1.01011	4	3	3	1530
1.01011	4	2	3	1530
1.01011	4	1	3	1530
1.01012	2	5	3	1530
1.01012	2	4	3	1530
1.01012	2	3	3	1530
1.01012	2	2	3	1530
1.01012	2	1	3	1530
1.01012	4	5	3	1530
1.01012	4	4	3	1530
1.01012	4	3	3	1530
1.01013	4	2	3	1530
1.01013	4	1	3	1530
1.01013	2	5	3	1530
1.01013	2	4	3	1530
1.01013	2	3	3	1530
1.01013	2	2	3	1530
1.01013	2	1	3	1530
1.01013	4	5	3	1530
1.01014	4	4	3	1530
1.01014	4	3	3	1530
1.01014	4	2	3	1530
1.01014	4	1	3	1530
1.01014	2	5	3	1530
1.01014	2	4	3	1530
1.01014	2	3	3	1530
1.01014	2	2	3	1530
1.01015	2	1	3	1530
1.01015	4	5	3	1530
1.01015	4	4	3	1530
1.01015	4	3	3	1530
1.01015	4	2	3	1530
1.01015	4	1	3	1530
1.01015	2	5	3	1530
1.01015	2	4	3	1530
1.01016	2	3	3	1530
1.01016	2	2	3	1530
1.01016	2	1	3	1530
1.01016	4	5	3	1530
1.01016	4	4	3	1530
1.01016	4	3	3	1530
1.01016	4	2	3	1530
1.01016	4	1	3	1530
1.01017	2	5	3	1530
1.01017	2	4	3	1530
1.01017	2	3	3	1530
1.01017	2	2	3	1530
1.01017	2	1	3	1530
1.01017	4	5	3	1530
1.01017	4	4	3	1530
1.01017	4	3	3	1530
1.01018	4	2	3	1530
1.01018	4	1	3	1530
1.01018	2	5	3	1530
1.01018	2	4	3	1530
1.01018	2	3	3	1530
1.01018	2	2	3	1530
1.01018	2	1	3	1530
1.01018	4	5	3	1530
1.01019	4	4	3	1530
1.01019	4	3	3	1530
1.01019	4	2	3	1530
1.01019	4	1	3	1530
1.01019	2	5	3	1530
1.01019	2	4	3	1530
1.01019	2	3	3	1530
1.01019	2	2	3	1530
1.0102	2	1	3	1530
1.0102	4	5	3	1530
1.0102	4	4	3	1530
1.0102	4	3	3	1530
1.0102	4	2	3	1530
1.0102	4	1	3	1530
1.0102	2	5	3	1530
1.0102	2	4	3	1530
1.01021	2	3	3	1530
1.01021	2	2	3	1530
1.01021	2	1	3	1530
1.01021	4	5	3	1530
1.01021	4	4	3	1530
1.01021	4	3	3	1530
1.01021	4	2	3	1530
1.01021	4	1	3	1530
1.01022	2	5	3	1530
1.01022	2	4	3	1530
1.01022	2	3	3	1530
1.01022	2	2	3	1530
1.01022	2	1	3	1530
1.01022	4	5	3	1530
1.01022	4	4	3	1530
1.01022	4	3	3	1530
1.01023	4	2	3	1530
1.01023	4	1	3	1530
1.01023	2	5	3	1530
1.01023	2	4	3	1530
1.01023	2	3	3	1530
1.01023	2	2	3	1530
1.01023	2	1	3	1530
1.01023	4	5	3	1530
1.01024	4	4	3	1530
1.01024	4	3	3	1530
1.01024	4	2	3	1530
1.01024	4	1	3	1530
1.01024	2	5	3	1530
1.01024	2	4	3	1530
1.01024	2	3	3	1530
1.01025	2	2	3	1530
1.01025	2	1	3	1530
1.01025	4	5	3	1530
1.01025	4	4	3	1530
1.01025	4	3	3	1530
1.01025	4	2	3	1530
1.01025	4	1	3	1530
1.01025	2	5	3	1530
1.01026	2	4	3	1530
1.01026	2	3	3	1530
1.01026	2	2	3	1530
1.01026	2	1	3	1530
1.01026	4	5	3	1530
1.01026	4	4	3	1530
1.01026	4	3	3	1530
1.01026	4	2	3	1530
1.01027	4	1	3	1530
1.01027	2	5	3	1530
1.01027	2	4	3	1530
1.01027	2	3	3	1530
1.01027	2	2	3	1530
1.01027	2	1	3	1530
1.01027	4	5	3	1530
1.01027	4	4	3	1530
1.01028	4	3	3	1530
1.01028	4	2	3	1530
1.01028	4	1	3	1530
1.01028	2	5	3	1530
1.01028	2	4	3	1530
1.01028	2	3	3	1530
1.01028	2	2	3	1530
1.01028	2	1	3	1530
1.01029	4	5	3	1530
1.01029	4	4	3	1530
1.01029	4	3	3	1530
1.01029	4	2	3	1530
1.01029	4	1	3	1530
1.01029	2	5	3	1530
1.01029	2	4	3	1530
1.01029	2	3	3	1530
1.0103	2	2	3	1530
1.0103	2	1	3	1530
1.0103	4	5	3	1530
1.0103	4	4	3	1530
1.0103	4	3	3	1530
1.0103	4	2	3	1530
1.0103	4	1	3	1530
1.0103	2	5	3	1530
1.01031	2	4	3	1530
1.01031	2	3	3	1530
1.01031	2	2	3	1530
1.01031	2	1	3	1530
1.01031	4	5	3	1530
1.01031	4	4	3	1530
1.01031	4	3	3	1530
1.01031	4	2	3	1530
1.01032	4	1	3	1530
1.01032	2	5	3	1530
1.01032	2	4	3	1530
1.01032	2	3	3	1530
1.01032	2	2	3	1530
1.01032	2	1	3	1530
1.01032	4	5	3	1530
1.01032	4	4	3	1530
1.01033	4	3	3	1530
1.01033	4	2	3	1530
1.01033	4	1	3	1530
1.01033	2	5	3	1530
1.01033	2	4	3	1530
1.01033	2	3	3	1530
1.01033	2	2	3	1530
1.01033	2	1	3	1530
1.01034	4	5	3	1530
1.01034	4	4	3	1530
1.01034	4	3	3	1530
1.01034	4	2	3	1530
1.01034	4	1	3	1530
1.01034	2	5	3	1530
1.01034	2	4	3	1530
1.01034	2	3	3	1530
1.01035	2	2	3	1530
1.01035	2	1	3	1530
1.01035	4	5	3	1530
1.01035	4	4	3	1530
1.01035	4	3	3	1530
1.01035	4	2	3	1530
1.01035	4	1	3	1530
1.01035	2	5	3	1530
1.01036	2	4	3	1530
1.01036	2	3	3	1530
1.01036	2	2	3	1530
1.01036	2	1	3	1530
1.01036	4	5	3	1530
1.01036	4	4	3	1530
1.01036	4	3	3	1530
1.01036	4	2	3	1530
1.01037	4	1	3	1530
1.01037	2	5	3	1530
1.01037	2	4	3	1530
1.01037	2	3	3	1530
1.01037	2	2	3	1530
1.01037	2	1	3	1530
1.01037	4	5	3	1530
1.01037	4	4	3	1530
1.01038	4	3	3	1530
1.01038	4	2	3	1530
1.01038	4	1	3	1530
1.01038	2	5	3	1530
1.01038	2	4	3	1530
1.01038	2	3	3	1530
1.01038	2	2	3	1530
1.01038	2	1	3	1530
1.01039	4	5	3	1530
1.01039	4	4	3	1530
1.01039	4	3	3	1530
1.01039	4	2	3	1530
1.01039	4	1	3	1530
1.01039	2	5	3	1530
1.01039	2	4	3	1530
1.01039	2	3	3	1530
1.0104	2	2	3	1530
1.0104	2	1	3	1530
1.0104	4	5	3	1530
1.0104	4	4	3	1530
1.0104	4	3	3	1530
1.0104	4	2	3	1530
1.0104	4	1	3	1530
1.0104	2	5	3	1530
1.01041	2	4	3	1530
1.01041	2	3	3	1530
1.01041	2	2	3	1530
1.01041	2	1	3	1530
1.01041	4	5	3	1530
1.01041	4	4	3	1530
1.01041	4	3	3	1530
1.01041	4	2	3	1530
1.01042	4	1	3	1530
1.01042	2	5	3	1530
1.01042	2	4	3	1530
1.01042	2	3	3	1530
1.01042	2	2	3	1530
1.01042	2	1	3	1530
1.01042	4	5	3	1530
1.01042	4	4	3	1530
1.01043	4	3	3	1530
1.01043	4	2	3	1530
1.01043	4	1	3	1530
1.01043	2	5	3	1530
1.01043	2	4	3	1530
1.01043	2	3	3	1530
1.01043	2	2	3	1530
1.01043	2	1	3	1530
1.01044	4	5	3	1530
1.01044	4	4	3	1530
1.01044	4	3	3	1530
1.01044	4	2	3	1530
1.01044	4	1	3	1530
1.01044	2	5	3	1530
1.01044	2	4	3	1530
1.01044	2	3	3	1530
1.01045	2	2	3	1530
1.01045	2	1	3	1530
1.01045	4	5	3	1530
1.01045	4	4	3	1530
1.01045	4	3	3	1530
1.01045	4	2	3	1530
1.01045	4	1	3	1530
1.01045	2	5	3	1530
1.01046	2	4	3	1530
1.01046	2	3	3	1530
1.01046	2	2	3	1530
1.01046	2	1	3	1530
1.01046	4	5	3	1530
1.01046	4	4	3	1530
1.01046	4	3	3	1530
1.01046	4	2	3	1530
1.01047	4	1	3	1530
1.01047	2	5	3	1530
1.01047	2	4	3	1530
1.01047	2	3	3	1530
1.01047	2	2	3	1530
1.01047	2	1	3	1530
1.01047	4	5	3	1530
1.01047	4	4	3	1530
1.01048	4	3	3	1530
1.01048	4	2	3	1530
1.01048	4	1	3	1530
1.01048	2	5	3	1530
1.01048	2	4	3	1530
1.01048	2	3	3	1530
1.01048	2	2	3	1530
1.01048	2	1	3	1530
1.01049	4	5	3	1530
1.01049	4	4	3	1530
1.01049	4	3	3	1530
1.01049	4	2	3	1530
1.01049	4	1	3	1530
1.01049	2	5	3	1530
1.01049	2	4	3	1530
1.01049	2	3	3	1530
1.0105	2	2	3	1530
1.0105	2	1	3	1530
1.0105	4	5	3	1530
1.0105	4	4	3	1530
1.0105	4	3	3	1530
1.0105	4	2	3	1530
1.0105	4	1	3	1530
1.01051	2	5	3	1530
1.01051	2	4	3	1530
1.01051	2	3	3	1530
1.01051	2	2	3	1530
1.01051	2	1	3	1530
1.01051	4	5	3	1530
1.01051	4	4	3	1530
1.01051	4	3	3	1530
1.01052	4	2	3	1530
1.01052	4	1	3	1530
1.01052	2	5	3	1530
1.01052	2	4	3	1530
1.01052	2	3	3	1530
1.01052	2	2	3	1530
1.01052	2	1	3	1530
1.01052	4	5	3	1530
1.01053	4	4	3	1530
1.01053	4	3	3	1530
1.01053	4	2	3	1530
1.01053	4	1	3	1530
1.01053	2	5	3	1530
1.01053	2	4	3	1530
1.01053	2	3	3	1530
1.01053	2	2	3	1530
1.01054	2	1	3	1530
1.01054	4	5	3	1530
1.01054	4	4	3	1530
1.01054	4	3	3	1530
1.01054	4	2	3	1530
1.01054	4	1	3	1530
1.01054	2	5	3	1530
1.01054	2	4	3	1530
1.01055	2	3	3	1530
1.01055	2	2	3	1530
1.01055	2	1	3	1530
1.01055	4	5	3	1530
1.01055	4	4	3	1530
1.01055	4	3	3	1530
1.01055	4	2	3	1530
1.01055	4	1	3	1530
1.01056	2	5	3	1530
1.01056	2	4	3	1530
1.01056	2	3	3	1530
1.01056	2	2	3	1530
1.01056	2	1	3	1530
1.01056	4	5	3	1530
1.01056	4	4	3	1530
1.01056	4	3	3	1530
1.01057	4	2	3	1530
1.01057	4	1	3	1530
1.01057	2	5	3	1530
1.01057	2	4	3	1530
1.01057	2	3	3	1530
1.01057	2	2	3	1530
1.01057	2	1	3	1530
1.01057	4	5	3	1530
1.01058	4	4	3	1530
1.01058	4	3	3	1530
1.01058	4	2	3	1530
1.01058	4	1	3	1530
1.01058	2	5	3	1530
1.01058	2	4	3	1530
1.01058	2	3	3	1530
1.01058	2	2	3	1530
1.01059	2	1	3	1530
1.01059	4	5	3	1530
1.01059	4	4	3	1530
1.01059	4	3	3	1530
1.01059	4	2	3	1530
1.01059	4	1	3	1530
1.01059	2	5	3	1530
1.01059	2	4	3	1530
1.0106	2	3	3	1530
1.0106	2	2	3	1530
1.0106	2	1	3	1530
1.0106	4	5	3	1530
1.0106	4	4	3	1530
1.0106	4	3	3	1530
1.0106	4	2	3	1530
1.0106	4	1	3	1530
1.01061	2	5	3	1530
1.01061	2	4	3	1530
1.01061	2	3	3	1530
1.01061	2	2	3	1530
1.01061	2	1	3	1530
1.01061	4	5	3	1530
1.01061	4	4	3	1530
1.01061	4	3	3	1530
1.01062	4	2	3	1530
1.01062	4	1	3	1530
1.01062	2	5	3	1530
1.01062	2	4	3	1530
1.01062	2	3	3	1530
1.01062	2	2	3	1530
1.01062	2	1	3	1530
1.01062	4	5	3	1530
1.01063	4	4	3	1530
1.01063	4	3	3	1530
1.01063	4	2	3	1530
1.01063	4	1	3	1530
1.01063	2	5	3	1530
1.01063	2	4	3	1530
1.01063	2	3	3	1530
1.01063	2	2	3	1530
1.01064	2	1	3	1530
1.01064	4	5	3	1530
1.01064	4	4	3	1530
1.01064	4	3	3	1530
1.01064	4	2	3	1530
1.01064	4	1	3	1530
1.01064	2	5	3	1530
1.01064	2	4	3	1530
1.01065	2	3	3	1530
1.01065	2	2	3	1530
1.01065	2	1	3	1530
1.01065	4	5	3	1530
1.01065	4	4	3	1530
1.01065	4	3	3	1530
1.01065	4	2	3	1530
1.01065	4	1	3	1530
1.01066	2	5	3	1530
1.01066	2	4	3	1530
1.01066	2	3	3	1530
1.01066	2	2	3	1530
1.01066	2	1	3	1530
1.01066	4	5	3	1530
1.01066	4	4	3	1530
1.01066	4	3	3	1530
1.01067	4	2	3	1530
1.01067	4	1	3	1530
1.01067	2	5	3	1530
1.01067	2	4	3	1530
1.01067	2	3	3	1530
1.01067	2	2	3	1530
1.01067	2	1	3	1530
1.01067	4	5	3	1530
1.01068	4	4	3	1530
1.01068	4	3	3	1530
1.01068	4	2	3	1530
1.01068	4	1	3	1530
1.01068	2	5	3	1530
1.01068	2	4	3	1530
1.01068	2	3	3	1530
1.01068	2	2	3	1530
1.01069	2	1	3	1530
1.01069	4	5	3	1530
1.01069	4	4	3	1530
1.01069	4	3	3	1530
1.01069	4	2	3	1530
1.01069	4	1	3	1530
1.01069	2	5	3	1530
1.01069	2	4	3	1530
1.0107	2	3	3	1530
1.0107	2	2	3	1530
1.0107	2	1	3	1530
1.0107	4	5	3	1530
1.0107	4	4	3	1530
1.0107	4	3	3	1530
1.0107	4	2	3	1530
1.0107	4	1	3	1530
1.01071	2	5	3	1530
1.01071	2	4	3	1530
1.01071	2	3	3	1530
1.01071	2	2	3	1530
1.01071	2	1	3	1530
1.01071	4	5	3	1530
1.01071	4	4	3	1530
1.01071	4	3	3	1530
1.01072	4	2	3	1530
1.01072	4	1	3	1530
1.01072	2	5	3	1530
1.01072	2	4	3	1530
1.01072	2	3	3	1530
1.01072	2	2	3	1530
1.01072	2	1	3	1530
1.01072	4	5	3	1530
1.01073	4	4	3	1530
1.01073	4	3	3	1530
1.01073	4	2	3	1530
1.01073	4	1	3	1530
1.01073	2	5	3	1530
1.01073	2	4	3	1530
1.01073	2	3	3	1530
1.01073	2	2	3	1530
1.01074	2	1	3	1530
1.01074	4	5	3	1530
1.01074	4	4	3	1530
1.01074	4	3	3	1530
1.01074	4	2	3	1530
1.01074	4	1	3	1530
1.01074	2	5	3	1530
1.01074	2	4	3	1530
1.01075	2	3	3	1530
1.01075	2	2	3	1530
1.01075	2	1	3	1530
1.01075	4	5	3	1530
1.01075	4	4	3	1530
1.01075	4	3	3	1530
1.01075	4	2	3	1530
1.01075	4	1	3	1530
1.01076	2	5	3	1530
1.01076	2	4	3	1530
1.01076	2	3	3	1530
1.01076	2	2	3	1530
1.01076	2	1	3	1530
1.01076	4	5	3	1530
1.01076	4	4	3	1530
1.01077	4	3	3	1530
1.01077	4	2	3	1530
1.01077	4	1	3	1530
1.01077	2	5	3	1530
1.01077	2	4	3	1530
1.01077	2	3	3	1530
1.01077	2	2	3	1530
1.01077	2	1	3	1530
1.01078	4	5	3	1530
1.01078	4	4	3	1530
1.01078	4	3	3	1530
1.01078	4	2	3	1530
1.01078	4	1	3	1530
1.01078	2	5	3	1530
1.01078	2	4	3	1530
1.01078	2	3	3	1530
1.01079	2	2	3	1530
1.01079	2	1	3	1530
1.01079	4	5	3	1530
1.01079	4	4	3	1530
1.01079	4	3	3	1530
1.01079	4	2	3	1530
1.01079	4	1	3	1530
1.01079	2	5	3	1530
1.0108	2	4	3	1530
1.0108	2	3	3	1530
1.0108	2	2	3	1530
1.0108	2	1	3	1530
1.0108	4	5	3	1530
1.0108	4	4	3	1530
1.0108	4	3	3	1530
1.0108	4	2	3	1530
1.01081	4	1	3	1530
1.01081	2	5	3	1530
1.01081	2	4	3	1530
1.01081	2	3	3	1530
1.01081	2	2	3	1530
1.01081	2	1	3	1530
1.01081	4	5	3	1530
1.01081	4	4	3	1530
1.01082	4	3	3	1530
1.01082	4	2	3	1530
1.01082	4	1	3	1530
1.01082	2	5	3	1530
1.01082	2	4	3	1530
1.01082	2	3	3	1530
1.01082	2	2	3	1530
1.01082	2	1	3	1530
1.01083	4	5	3	1530
1.01083	4	4	3	1530
1.01083	4	3	3	1530
1.01083	4	2	3	1530
1.01083	4	1	3	1530
1.01083	2	5	3	1530
1.01083	2	4	3	1530
1.01083	2	3	3	1530
1.01084	2	2	3	1530
1.01084	2	1	3	1530
1.01084	4	5	3	1530
1.01084	4	4	3	1530
1.01084	4	3	3	1530
1.01084	4	2	3	1530
1.01084	4	1	3	1530
1.01084	2	5	3	1530
1.01085	2	4	3	1530
1.01085	2	3	3	1530
1.01085	2	2	3	1530
1.01085	2	1	3	1530
1.01085	4	5	3	1530
1.01085	4	4	3	1530
1.01085	4	3	3	1530
1.01085	4	2	3	1530
1.01086	4	1	3	1530
1.01086	2	5	3	1530
1.01086	2	4	3	1530
1.01086	2	3	3	1530
1.01086	2	2	3	1530
1.01086	2	1	3	1530
1.01086	4	5	3	1530
1.01086	4	4	3	1530
1.01087	4	3	3	1530
1.01087	4	2	3	1530
1.01087	4	1	3	1530
1.01087	2	5	3	1530
1.01087	2	4	3	1530
1.01087	2	3	3	1530
1.01087	2	2	3	1530
1.01087	2	1	3	1530
1.01088	4	5	3	1530
1.01088	4	4	3	1530
1.01088	4	3	3	1530
1.01088	4	2	3	1530
1.01088	4	1	3	1530
1.01088	2	5	3	1530
1.01088	2	4	3	1530
1.01088	2	3	3	1530
1.01089	2	2	3	1530
1.01089	2	1	3	1530
1.01089	4	5	3	1530
1.01089	4	4	3	1530
1.01089	4	3	3	1530
1.01089	4	2	3	1530
1.01089	4	1	3	1530
1.01089	2	5	3	1530
1.0109	2	4	3	1530
1.0109	2	3	3	1530
1.0109	2	2	3	1530
1.0109	2	1	3	1530
1.0109	4	5	3	1530
1.0109	4	4	3	1530
1.0109	4	3	3	1530
1.0109	4	2	3	1530
1.01091	4	1	3	1530
1.01091	2	5	3	1530
1.01091	2	4	3	1530
1.01091	2	3	3	1530
1.01091	2	2	3	1530
1.01091	2	1	3	1530
1.01091	4	5	3	1530
1.01091	4	4	3	1530
1.01092	4	3	3	1530
1.01092	4	2	3	1530
1.01092	4	1	3	1530
1.01092	2	5	3	1530
1.01092	2	4	3	1530
1.01092	2	3	3	1530
1.01092	2	2	3	1530
1.01092	2	1	3	1530
1.01093	4	5	3	1530
1.01093	4	4	3	1530
1.01093	4	3	3	1530
1.01093	4	2	3	1530
1.01093	4	1	3	1530
1.01093	2	5	3	1530
1.01093	2	4	3	1530
1.01093	2	3	3	1530
1.01094	2	2	3	1530
1.01094	2	1	3	1530
1.01094	4	5	3	1530
1.01094	4	4	3	1530
1.01094	4	3	3	1530
1.01094	4	2	3	1530
1.01094	4	1	3	1530
1.01094	2	5	3	1530
1.01095	2	4	3	1530
1.01095	2	3	3	1530
1.01095	2	2	3	1530
1.01095	2	1	3	1530
1.01095	4	5	3	1530
1.01095	4	4	3	1530
1.01095	4	3	3	1530
1.01095	4	2	3	1530
1.01096	4	1	3	1530
1.01096	2	5	3	1530
1.01096	2	4	3	1530
1.01096	2	3	3	1530
1.01096	2	2	3	1530
1.01096	2	1	3	1530
1.01096	4	5	3	1530
1.01096	4	4	3	1530
1.01097	4	3	3	1530
1.01097	4	2	3	1530
1.01097	4	1	3	1530
1.01097	2	5	3	1530
1.01097	2	4	3	1530
1.01097	2	3	3	1530
1.01097	2	2	3	1530
1.01097	2	1	3	1530
1.01098	4	5	3	1530
1.01098	4	4	3	1530
1.01098	4	3	3	1530
1.01098	4	2	3	1530
1.01098	4	1	3	1530
1.01098	2	5	3	1530
1.01098	2	4	3	1530
1.01098	2	3	3	1530
1.01099	2	2	3	1530
1.01099	2	1	3	1530
1.01099	4	5	3	1530
1.01099	4	4	3	1530
1.01099	4	3	3	1530
1.01099	4	2	3	1530
1.01099	4	1	3	1530
1.01099	2	5	3	1530
1.011	2	4	3	1530
1.011	2	3	3	1530
1.011	2	2	3	1530
1.011	2	1	3	1530
1.011	4	5	3	1530
1.011	4	4	3	1530
1.011	4	3	3	1530
1.011	4	2	3	1530
1.01101	4	1	3	1530
1.01101	2	5	3	1530
1.01101	2	4	3	1530
1.01101	2	3	3	1530
1.01101	2	2	3	1530
1.01101	2	1	3	1530
1.01101	4	5	3	1530
1.01101	4	4	3	1530
1.01102	4	3	3	1530
1.01102	4	2	3	1530
1.01102	4	1	3	1530
1.01102	2	5	3	1530
1.01102	2	4	3	1530
1.01102	2	3	3	1530
1.01102	2	2	3	1530
1.01103	2	1	3	1530
1.01103	4	5	3	1530
1.01103	4	4	3	1530
1.01103	4	3	3	1530
1.01103	4	2	3	1530
1.01103	4	1	3	1530
1.01103	2	5	3	1530
1.01103	2	4	3	1530
1.01104	2	3	3	1530
1.01104	2	2	3	1530
1.01104	2	1	3	1530
1.01104	4	5	3	1530
1.01104	4	4	3	1530
1.01104	4	3	3	1530
1.01104	4	2	3	1530
1.01104	4	1	3	1530
1.01105	2	5	3	1530
1.01105	2	4	3	1530
1.01105	2	3	3	1530
1.01105	2	2	3	1530
1.01105	2	1	3	1530
1.01105	4	5	3	1530
1.01105	4	4	3	1530
1.01105	4	3	3	1530
1.01106	4	2	3	1530
1.01106	4	1	3	1530
1.01106	2	5	3	1530
1.01106	2	4	3	1530
1.01106	2	3	3	1530
1.01106	2	2	3	1530
1.01106	2	1	3	1530
1.01106	4	5	3	1530
1.01107	4	4	3	1530
1.01107	4	3	3	1530
1.01107	4	2	3	1530
1.01107	4	1	3	1530
1.01107	2	5	3	1530
1.01107	2	4	3	1530
1.01107	2	3	3	1530
1.01107	2	2	3	1530
1.01108	2	1	3	1530
1.01108	4	5	3	1530
1.01108	4	4	3	1530
1.01108	4	3	3	1530
1.01108	4	2	3	1530
1.01108	4	1	3	1530
1.01108	2	5	3	1530
1.01108	2	4	3	1530
1.01109	2	3	3	1530
1.01109	2	2	3	1530
1.01109	2	1	3	1530
1.01109	4	5	3	1530
1.01109	4	4	3	1530
1.01109	4	3	3	1530
1.01109	4	2	3	1530
1.01109	4	1	3	1530
1.0111	2	5	3	1530
1.0111	2	4	3	1530
1.0111	2	3	3	1530
1.0111	2	2	3	1530
1.0111	2	1	3	1530
1.0111	4	5	3	1530
1.0111	4	4	3	1530
1.0111	4	3	3	1530
1.01111	4	2	3	1530
1.01111	4	1	3	1530
1.01111	2	5	3	1530
1.01111	2	4	3	1530
1.01111	2	3	3	1530
1.01111	2	2	3	1530
1.01111	2	1	3	1530
1.01111	4	5	3	1530
1.01112	4	4	3	1530
1.01112	4	3	3	1530
1.01112	4	2	3	1530
1.01112	4	1	3	1530
1.01112	2	5	3	1530
1.01112	2	4	3	1530
1.01112	2	3	3	1530
1.01112	2	2	3	1530
1.01113	2	1	3	1530
1.01113	4	5	3	1530
1.01113	4	4	3	1530
1.01113	4	3	3	1530
1.01113	4	2	3	1530
1.01113	4	1	3	1530
1.01113	2	5	3	1530
1.01113	2	4	3	1530
1.01114	2	3	3	1530
1.01114	2	2	3	1530
1.01114	2	1	3	1530
1.01114	4	5	3	1530
1.01114	4	4	3	1530
1.01114	4	3	3	1530
1.01114	4	2	3	1530
1.01114	4	1	3	1530
1.01115	2	5	3	1530
1.01115	2	4	3	1530
1.01115	2	3	3	1530
1.01115	2	2	3	1530
1.01115	2	1	3	1530
1.01115	4	5	3	1530
1.01115	4	4	3	1530
1.01115	4	3	3	1530
1.01116	4	2	3	1530
1.01116	4	1	3	1530
1.01116	2	5	3	1530
1.01116	2	4	3	1530
1.01116	2	3	3	1530
1.01116	2	2	3	1530
1.01116	2	1	3	1530
1.01116	4	5	3	1530
1.01117	4	4	3	1530
1.01117	4	3	3	1530
1.01117	4	2	3	1530
1.01117	4	1	3	1530
1.01117	2	5	3	1530
1.01117	2	4	3	1530
1.01117	2	3	3	1530
1.01117	2	2	3	1530
1.01118	2	1	3	1530
1.01118	4	5	3	1530
1.01118	4	4	3	1530
1.01118	4	3	3	1530
1.01118	4	2	3	1530
1.01118	4	1	3	1530
1.01118	2	5	3	1530
1.01118	2	4	3	1530
1.01119	2	3	3	1530
1.01119	2	2	3	1530
1.01119	2	1	3	1530
1.01119	4	5	3	1530
1.01119	4	4	3	1530
1.01119	4	3	3	1530
1.01119	4	2	3	1530
1.01119	4	1	3	1530
1.0112	2	5	3	1530
1.0112	2	4	3	1530
1.0112	2	3	3	1530
1.0112	2	2	3	1530
1.0112	2	1	3	1530
1.0112	4	5	3	1530
1.0112	4	4	3	1530
1.0112	4	3	3	1530
1.01121	4	2	3	1530
1.01121	4	1	3	1530
1.01121	2	5	3	1530
1.01121	2	4	3	1530
1.01121	2	3	3	1530
1.01121	2	2	3	1530
1.01121	2	1	3	1530
1.01121	4	5	3	1530
1.01122	4	4	3	1530
1.01122	4	3	3	1530
1.01122	4	2	3	1530
1.01122	4	1	3	1530
1.01122	2	5	3	1530
1.01122	2	4	3	1530
1.01122	2	3	3	1530
1.01122	2	2	3	1530
1.01123	2	1	3	1530
1.01123	4	5	3	1530
1.01123	4	4	3	1530
1.01123	4	3	3	1530
1.01123	4	2	3	1530
1.01123	4	1	3	1530
1.01123	2	5	3	1530
1.01123	2	4	3	1530
1.01124	2	3	3	1530
1.01124	2	2	3	1530
1.01124	2	1	3	1530
1.01124	4	5	3	1530
1.01124	4	4	3	1530
1.01124	4	3	3	1530
1.01124	4	2	3	1530
1.01124	4	1	3	1530
1.01125	2	5	3	1530
1.01125	2	4	3	1530
1.01125	2	3	3	1530
1.01125	2	2	3	1530
1.01125	2	1	3	1530
1.01125	4	5	3	1530
1.01125	4	4	3	1530
1.01125	4	3	3	1530
1.01126	4	2	3	1530
